ProductID,ProductName,Category,Sales,DateSold
1635,Product_1635,Furniture,1995.86,2024-03-18
1440,Product_1440,Toys,701.46,2024-05-08
205,Product_205,Furniture,423.54,2024-06-25
1592,Product_1592,Furniture,1464.37,2024-02-09
1347,Product_1347,Toys,2837.02,2024-03-10
142,Product_142,Electronics,218.52,2024-07-12
1869,Product_1869,Electronics,1566.19,2024-02-05
769,Product_769,Food,3418.2,2024-01-17
323,Product_323,Food,1207.19,2024-04-25
1169,Product_1169,Clothing,2213.2,2024-04-14
1110,Product_1110,Furniture,1267.72,2024-02-23
362,Product_362,Furniture,1132.7,2024-08-08
1810,Product_1810,Furniture,3611.2,2024-05-14
1767,Product_1767,Toys,3882.46,2024-08-06
202,Product_202,Electronics,1788.8,2024-04-05
488,Product_488,Clothing,1077.66,2024-01-24
1205,Product_1205,Clothing,1389.59,2024-05-05
643,Product_643,Electronics,1707.14,2024-03-02
1400,Product_1400,Clothing,2725.96,2024-06-26
632,Product_632,Electronics,608.05,2024-06-06
571,Product_571,Furniture,4516.33,2024-01-11
1261,Product_1261,Electronics,1107.88,2024-08-10
1713,Product_1713,Toys,2342.58,2024-01-11
648,Product_648,Food,3417.33,2024-08-01
552,Product_552,Furniture,3830.03,2024-07-15
1960,Product_1960,Food,4041.83,2024-05-18
163,Product_163,Toys,2786.89,2024-01-09
747,Product_747,Toys,4429.75,2024-07-29
928,Product_928,Toys,2903.11,2024-05-28
1035,Product_1035,Clothing,4867.58,2024-01-18
636,Product_636,Furniture,2064.7,2024-06-23
5,Product_5,Furniture,1747.36,2024-02-23
1558,Product_1558,Food,4612.53,2024-04-04
963,Product_963,Furniture,453.64,2024-05-31
669,Product_669,Toys,991.61,2024-06-19
287,Product_287,Toys,1499.94,2024-01-26
1493,Product_1493,Electronics,1591.55,2024-01-09
684,Product_684,Electronics,1334.03,2024-06-12
1504,Product_1504,Clothing,1825.61,2024-07-16
1638,Product_1638,Furniture,3839.08,2024-05-02
748,Product_748,Electronics,3069.7,2024-03-23
914,Product_914,Electronics,4250.61,2024-03-15
805,Product_805,Electronics,607.34,2024-02-04
1671,Product_1671,Electronics,2115.23,2024-05-25
185,Product_185,Electronics,3672.84,2024-02-14
795,Product_795,Toys,3694.49,2024-04-02
1556,Product_1556,Furniture,464.03,2024-03-18
701,Product_701,Electronics,2635.44,2024-04-26
446,Product_446,Electronics,3590.32,2024-01-19
812,Product_812,Furniture,352.64,2024-04-08
758,Product_758,Electronics,4362.92,2024-07-29
102,Product_102,Clothing,977.46,2024-01-03
1344,Product_1344,Toys,1280.87,2024-07-25
1059,Product_1059,Furniture,3476.98,2024-07-21
1077,Product_1077,Toys,2797.43,2024-02-14
1105,Product_1105,Electronics,485.25,2024-07-17
959,Product_959,Furniture,1971.39,2024-08-03
139,Product_139,Furniture,252.48,2024-01-31
1809,Product_1809,Toys,2125.67,2024-05-29
219,Product_219,Furniture,1239.26,2024-07-27
132,Product_132,Toys,1583.71,2024-05-02
1204,Product_1204,Toys,3628.78,2024-04-28
1357,Product_1357,Furniture,176.42,2024-05-09
1894,Product_1894,Furniture,1166.61,2024-04-30
230,Product_230,Electronics,3877.54,2024-01-25
1496,Product_1496,Food,1599.76,2024-02-28
147,Product_147,Furniture,1179.18,2024-05-29
886,Product_886,Toys,3312.47,2024-04-10
1885,Product_1885,Food,3664.83,2024-05-16
284,Product_284,Food,1367.94,2024-03-10
1135,Product_1135,Electronics,149.01,2024-01-05
1495,Product_1495,Food,4212.0,2024-02-09
604,Product_604,Toys,850.37,2024-02-02
1305,Product_1305,Toys,227.72,2024-06-30
978,Product_978,Toys,3310.5,2024-07-06
321,Product_321,Clothing,2784.57,2024-01-19
1383,Product_1383,Food,3503.6,2024-07-02
833,Product_833,Clothing,4921.39,2024-05-11
457,Product_457,Clothing,4600.66,2024-07-28
1304,Product_1304,Clothing,715.76,2024-08-03
1836,Product_1836,Toys,381.55,2024-02-18
668,Product_668,Toys,120.07,2024-05-25
536,Product_536,Furniture,1879.0,2024-06-10
1412,Product_1412,Toys,851.01,2024-01-06
1911,Product_1911,Toys,3545.39,2024-02-08
239,Product_239,Electronics,3857.87,2024-06-15
808,Product_808,Electronics,3853.51,2024-04-07
973,Product_973,Clothing,334.42,2024-07-31
927,Product_927,Electronics,4309.68,2024-03-06
732,Product_732,Food,4607.11,2024-07-09
1990,Product_1990,Food,2551.86,2024-05-22
519,Product_519,Food,4975.82,2024-02-05
1201,Product_1201,Furniture,4060.78,2024-01-11
647,Product_647,Electronics,3715.02,2024-04-13
1389,Product_1389,Clothing,3626.55,2024-01-23
695,Product_695,Electronics,3375.47,2024-01-31
670,Product_670,Electronics,4543.34,2024-05-05
1149,Product_1149,Electronics,2210.37,2024-05-15
1203,Product_1203,Clothing,2909.3,2024-06-11
833,Product_833,Food,3959.63,2024-03-10
367,Product_367,Electronics,2884.22,2024-07-13
1888,Product_1888,Toys,2676.24,2024-08-10
307,Product_307,Food,4795.36,2024-01-16
1844,Product_1844,Electronics,3488.32,2024-06-18
3,Product_3,Furniture,367.56,2024-05-30
1575,Product_1575,Electronics,4243.53,2024-07-14
1788,Product_1788,Food,2502.91,2024-01-12
1977,Product_1977,Clothing,2640.07,2024-01-04
1559,Product_1559,Toys,3818.33,2024-08-13
1725,Product_1725,Food,2598.22,2024-02-01
1216,Product_1216,Clothing,945.63,2024-06-02
1269,Product_1269,Toys,4485.66,2024-01-03
1680,Product_1680,Toys,229.87,2024-07-16
1222,Product_1222,Food,2255.33,2024-01-01
1204,Product_1204,Food,1057.82,2024-06-08
443,Product_443,Food,3854.81,2024-08-02
1265,Product_1265,Electronics,1350.07,2024-04-10
1803,Product_1803,Toys,1609.25,2024-01-02
1049,Product_1049,Furniture,1029.71,2024-02-15
1267,Product_1267,Electronics,1669.58,2024-01-05
106,Product_106,Food,3467.62,2024-07-06
1806,Product_1806,Food,2377.94,2024-04-02
1824,Product_1824,Food,3093.47,2024-03-17
1105,Product_1105,Electronics,2721.24,2024-04-13
151,Product_151,Food,2896.48,2024-04-17
1722,Product_1722,Electronics,624.77,2024-03-18
1087,Product_1087,Food,2514.85,2024-01-01
1122,Product_1122,Food,741.85,2024-07-15
20,Product_20,Clothing,3878.84,2024-05-04
1210,Product_1210,Clothing,1052.09,2024-05-10
1349,Product_1349,Furniture,1167.18,2024-04-15
1017,Product_1017,Toys,3308.21,2024-07-02
1160,Product_1160,Food,1005.0,2024-06-08
1812,Product_1812,Electronics,3004.16,2024-01-01
504,Product_504,Furniture,3741.84,2024-08-01
881,Product_881,Toys,872.5,2024-03-15
926,Product_926,Furniture,1620.44,2024-03-14
1874,Product_1874,Food,4797.51,2024-02-29
164,Product_164,Food,2156.11,2024-01-09
1724,Product_1724,Clothing,4201.06,2024-01-12
1411,Product_1411,Clothing,4457.62,2024-02-03
1743,Product_1743,Electronics,2257.67,2024-03-20
597,Product_597,Furniture,2539.63,2024-03-16
280,Product_280,Electronics,2041.65,2024-04-05
1209,Product_1209,Toys,4274.86,2024-02-27
1555,Product_1555,Clothing,3211.91,2024-06-09
1258,Product_1258,Electronics,2151.25,2024-02-28
1463,Product_1463,Clothing,1263.11,2024-07-11
315,Product_315,Toys,2905.1,2024-05-24
236,Product_236,Toys,590.8,2024-04-15
441,Product_441,Furniture,254.32,2024-01-04
1395,Product_1395,Furniture,912.31,2024-05-03
276,Product_276,Clothing,2263.55,2024-07-12
377,Product_377,Electronics,3919.24,2024-01-10
421,Product_421,Electronics,775.63,2024-07-03
1334,Product_1334,Toys,725.34,2024-01-14
375,Product_375,Food,303.9,2024-06-24
1226,Product_1226,Toys,3459.92,2024-05-26
91,Product_91,Food,3078.36,2024-02-27
1257,Product_1257,Furniture,3204.25,2024-04-14
313,Product_313,Furniture,1812.48,2024-02-09
1867,Product_1867,Electronics,4358.1,2024-07-17
1430,Product_1430,Furniture,2498.05,2024-02-15
247,Product_247,Food,3218.06,2024-03-24
384,Product_384,Toys,1616.38,2024-03-15
1521,Product_1521,Toys,1868.37,2024-03-24
1413,Product_1413,Clothing,4198.29,2024-07-06
1630,Product_1630,Toys,1152.16,2024-07-22
448,Product_448,Electronics,3863.16,2024-04-08
1850,Product_1850,Furniture,2665.42,2024-07-09
740,Product_740,Electronics,3055.0,2024-01-31
446,Product_446,Toys,4442.33,2024-04-21
1682,Product_1682,Furniture,204.62,2024-05-28
352,Product_352,Clothing,1482.45,2024-07-22
1885,Product_1885,Toys,3019.73,2024-03-04
758,Product_758,Clothing,2666.12,2024-07-09
1049,Product_1049,Furniture,4806.57,2024-04-24
1937,Product_1937,Electronics,4447.42,2024-03-05
320,Product_320,Electronics,1323.24,2024-07-02
680,Product_680,Electronics,2343.58,2024-05-14
531,Product_531,Furniture,1304.33,2024-05-23
556,Product_556,Clothing,4380.19,2024-01-18
1120,Product_1120,Toys,4641.05,2024-03-22
1387,Product_1387,Furniture,2017.19,2024-03-17
1406,Product_1406,Toys,4006.37,2024-03-11
955,Product_955,Clothing,977.97,2024-05-18
921,Product_921,Furniture,2827.39,2024-01-12
1657,Product_1657,Electronics,2277.32,2024-08-04
1058,Product_1058,Clothing,3096.91,2024-02-24
888,Product_888,Furniture,4349.93,2024-06-13
1249,Product_1249,Furniture,3782.43,2024-07-04
1101,Product_1101,Furniture,4450.98,2024-05-31
1081,Product_1081,Food,2288.27,2024-03-21
1854,Product_1854,Toys,832.82,2024-06-19
657,Product_657,Clothing,369.48,2024-02-12
1769,Product_1769,Food,2817.76,2024-07-22
212,Product_212,Electronics,2358.82,2024-07-06
1963,Product_1963,Clothing,3970.94,2024-03-01
1650,Product_1650,Food,4332.31,2024-02-13
767,Product_767,Electronics,1201.6,2024-05-26
1278,Product_1278,Electronics,3461.21,2024-05-05
1025,Product_1025,Clothing,1185.23,2024-04-14
1310,Product_1310,Clothing,597.48,2024-04-20
1745,Product_1745,Food,2634.13,2024-05-23
1594,Product_1594,Toys,2049.95,2024-03-10
1791,Product_1791,Clothing,2888.69,2024-06-21
1710,Product_1710,Toys,965.42,2024-01-22
1089,Product_1089,Furniture,2445.3,2024-03-20
138,Product_138,Clothing,2392.97,2024-02-10
243,Product_243,Electronics,2688.79,2024-07-30
1762,Product_1762,Clothing,1720.61,2024-03-26
122,Product_122,Food,4568.42,2024-02-15
526,Product_526,Electronics,1893.64,2024-01-29
1730,Product_1730,Toys,359.76,2024-05-12
743,Product_743,Clothing,3752.66,2024-08-15
1815,Product_1815,Toys,3620.18,2024-03-26
762,Product_762,Toys,3876.33,2024-06-29
1294,Product_1294,Food,2544.66,2024-04-24
364,Product_364,Food,1174.23,2024-07-02
1238,Product_1238,Clothing,1332.11,2024-07-26
1904,Product_1904,Electronics,1036.32,2024-02-04
1567,Product_1567,Toys,1777.88,2024-04-01
899,Product_899,Clothing,2235.54,2024-03-09
41,Product_41,Food,1584.05,2024-04-22
1501,Product_1501,Electronics,1678.8,2024-01-08
482,Product_482,Food,1951.88,2024-04-17
239,Product_239,Toys,1882.14,2024-02-16
1769,Product_1769,Clothing,3545.41,2024-02-21
1947,Product_1947,Clothing,3826.23,2024-04-28
9,Product_9,Furniture,751.92,2024-07-07
543,Product_543,Toys,2099.96,2024-06-04
1743,Product_1743,Electronics,3203.64,2024-04-05
897,Product_897,Clothing,3590.43,2024-05-20
510,Product_510,Electronics,3999.2,2024-07-11
772,Product_772,Food,4294.76,2024-01-21
1695,Product_1695,Electronics,1505.94,2024-08-11
1978,Product_1978,Clothing,2896.2,2024-02-13
160,Product_160,Electronics,1584.23,2024-05-27
24,Product_24,Toys,177.07,2024-04-06
1401,Product_1401,Food,3969.7,2024-06-22
507,Product_507,Clothing,471.08,2024-05-31
1569,Product_1569,Food,177.08,2024-03-13
1732,Product_1732,Toys,3696.85,2024-06-07
1632,Product_1632,Food,388.63,2024-02-07
495,Product_495,Furniture,4578.65,2024-07-06
1059,Product_1059,Furniture,3458.82,2024-05-05
1163,Product_1163,Electronics,1486.01,2024-04-29
1686,Product_1686,Toys,1819.6,2024-06-19
604,Product_604,Furniture,1071.08,2024-07-16
1854,Product_1854,Furniture,193.24,2024-02-16
288,Product_288,Toys,3206.48,2024-07-30
791,Product_791,Food,1926.64,2024-03-04
858,Product_858,Electronics,2360.3,2024-04-15
1123,Product_1123,Toys,663.89,2024-08-14
10,Product_10,Electronics,2278.57,2024-08-09
351,Product_351,Clothing,3807.62,2024-05-31
1304,Product_1304,Furniture,3453.89,2024-04-08
1803,Product_1803,Toys,3393.46,2024-06-09
1210,Product_1210,Clothing,1219.09,2024-07-31
1283,Product_1283,Clothing,2672.14,2024-05-25
1529,Product_1529,Toys,209.23,2024-04-27
740,Product_740,Toys,4860.42,2024-08-04
1474,Product_1474,Furniture,1899.93,2024-01-31
327,Product_327,Furniture,3533.02,2024-07-05
1003,Product_1003,Toys,4282.87,2024-06-25
1355,Product_1355,Clothing,694.45,2024-04-07
619,Product_619,Electronics,1747.46,2024-06-09
396,Product_396,Electronics,4001.98,2024-07-08
1015,Product_1015,Food,4423.0,2024-04-08
1785,Product_1785,Toys,3274.95,2024-01-24
1643,Product_1643,Furniture,1868.99,2024-07-24
679,Product_679,Electronics,738.26,2024-02-25
943,Product_943,Food,2296.76,2024-07-06
600,Product_600,Electronics,4658.81,2024-01-16
432,Product_432,Clothing,1277.64,2024-07-24
845,Product_845,Food,1991.98,2024-06-04
565,Product_565,Food,1707.39,2024-06-29
137,Product_137,Clothing,1228.05,2024-01-30
1557,Product_1557,Electronics,2947.55,2024-02-26
765,Product_765,Electronics,1470.81,2024-03-24
636,Product_636,Toys,459.25,2024-08-13
54,Product_54,Electronics,4178.65,2024-07-05
310,Product_310,Clothing,2387.19,2024-05-16
1048,Product_1048,Food,1627.17,2024-02-11
1953,Product_1953,Food,594.89,2024-02-15
1176,Product_1176,Electronics,1183.26,2024-05-05
1473,Product_1473,Furniture,3973.37,2024-03-18
637,Product_637,Furniture,4827.42,2024-04-13
1812,Product_1812,Toys,4021.84,2024-04-06
407,Product_407,Electronics,4683.21,2024-04-17
992,Product_992,Electronics,4541.59,2024-05-17
1829,Product_1829,Clothing,1743.87,2024-07-18
774,Product_774,Toys,4905.68,2024-04-13
1077,Product_1077,Clothing,2688.65,2024-07-06
1098,Product_1098,Toys,4848.11,2024-01-04
1767,Product_1767,Clothing,1456.68,2024-08-07
72,Product_72,Furniture,849.76,2024-01-27
1442,Product_1442,Clothing,3716.23,2024-03-07
671,Product_671,Electronics,4987.89,2024-04-01
904,Product_904,Food,3596.47,2024-07-18
321,Product_321,Furniture,1767.59,2024-07-26
494,Product_494,Clothing,3589.21,2024-06-28
1332,Product_1332,Toys,4926.79,2024-01-29
1922,Product_1922,Food,3493.2,2024-06-15
1187,Product_1187,Toys,4002.73,2024-03-01
1633,Product_1633,Furniture,1834.91,2024-08-12
1740,Product_1740,Food,626.43,2024-07-27
254,Product_254,Electronics,4693.08,2024-08-12
1485,Product_1485,Toys,3052.84,2024-04-01
388,Product_388,Clothing,3623.94,2024-07-16
234,Product_234,Furniture,719.26,2024-06-22
392,Product_392,Clothing,1511.09,2024-01-23
1038,Product_1038,Food,2295.3,2024-04-29
852,Product_852,Food,480.74,2024-07-18
362,Product_362,Furniture,358.13,2024-05-11
1711,Product_1711,Electronics,1974.6,2024-03-14
527,Product_527,Electronics,3613.94,2024-02-18
1687,Product_1687,Clothing,3701.75,2024-07-18
825,Product_825,Clothing,2769.49,2024-01-30
298,Product_298,Food,3492.12,2024-03-10
1996,Product_1996,Clothing,3937.9,2024-05-11
761,Product_761,Electronics,4836.89,2024-02-26
231,Product_231,Electronics,1943.09,2024-08-06
1197,Product_1197,Furniture,3095.39,2024-06-30
784,Product_784,Clothing,3355.23,2024-07-27
1261,Product_1261,Electronics,2134.66,2024-06-29
1269,Product_1269,Toys,4249.05,2024-01-19
20,Product_20,Furniture,803.62,2024-05-18
1292,Product_1292,Electronics,4867.27,2024-06-17
380,Product_380,Electronics,3032.05,2024-03-09
1595,Product_1595,Toys,2907.22,2024-06-13
817,Product_817,Electronics,2697.31,2024-02-22
1742,Product_1742,Furniture,3895.38,2024-06-18
1623,Product_1623,Furniture,3906.0,2024-01-20
737,Product_737,Food,1291.64,2024-02-18
1983,Product_1983,Furniture,2051.44,2024-03-11
358,Product_358,Food,2034.98,2024-06-28
976,Product_976,Furniture,4857.79,2024-05-11
361,Product_361,Toys,530.87,2024-05-01
1895,Product_1895,Electronics,3414.13,2024-08-07
1968,Product_1968,Electronics,493.04,2024-05-03
1031,Product_1031,Toys,2217.23,2024-04-27
362,Product_362,Electronics,4769.96,2024-01-29
1136,Product_1136,Electronics,2284.19,2024-03-26
913,Product_913,Clothing,4263.15,2024-07-17
549,Product_549,Food,1610.95,2024-06-14
1470,Product_1470,Furniture,936.49,2024-04-23
1205,Product_1205,Clothing,1236.79,2024-03-24
1435,Product_1435,Food,2256.71,2024-07-14
80,Product_80,Furniture,2176.53,2024-04-21
923,Product_923,Toys,4160.97,2024-01-11
745,Product_745,Electronics,481.51,2024-07-03
72,Product_72,Furniture,1545.87,2024-08-03
224,Product_224,Furniture,467.24,2024-02-15
408,Product_408,Food,2004.57,2024-01-02
1707,Product_1707,Food,3991.23,2024-06-30
1251,Product_1251,Clothing,3017.05,2024-05-27
1905,Product_1905,Furniture,4079.15,2024-07-22
556,Product_556,Clothing,1362.65,2024-01-30
188,Product_188,Clothing,2723.35,2024-05-08
773,Product_773,Toys,2430.46,2024-05-01
1270,Product_1270,Toys,952.63,2024-01-11
456,Product_456,Food,1438.9,2024-02-19
1029,Product_1029,Furniture,399.14,2024-06-02
430,Product_430,Furniture,2657.71,2024-02-28
1844,Product_1844,Food,1565.4,2024-07-30
873,Product_873,Clothing,3962.54,2024-06-19
449,Product_449,Food,3511.41,2024-05-10
430,Product_430,Toys,3191.64,2024-01-18
321,Product_321,Clothing,4567.37,2024-05-21
280,Product_280,Clothing,3671.39,2024-05-08
1283,Product_1283,Electronics,1587.01,2024-01-19
1978,Product_1978,Electronics,1699.39,2024-01-03
540,Product_540,Electronics,2970.2,2024-04-21
563,Product_563,Clothing,2479.56,2024-03-22
1067,Product_1067,Clothing,2142.34,2024-06-05
1074,Product_1074,Food,4878.16,2024-01-08
522,Product_522,Furniture,2893.6,2024-05-15
1802,Product_1802,Clothing,429.17,2024-01-26
1313,Product_1313,Food,3164.99,2024-06-22
1667,Product_1667,Furniture,2929.57,2024-05-29
1980,Product_1980,Electronics,1122.56,2024-05-02
772,Product_772,Food,599.57,2024-06-22
39,Product_39,Electronics,1934.95,2024-05-29
299,Product_299,Furniture,1737.06,2024-03-27
1290,Product_1290,Electronics,2491.37,2024-04-20
782,Product_782,Toys,1584.93,2024-03-12
1338,Product_1338,Food,4299.44,2024-04-07
1044,Product_1044,Food,2635.4,2024-02-20
223,Product_223,Furniture,269.95,2024-07-21
637,Product_637,Electronics,3613.04,2024-04-25
635,Product_635,Food,4823.84,2024-02-26
799,Product_799,Food,1240.24,2024-02-25
720,Product_720,Toys,2197.8,2024-02-21
1228,Product_1228,Electronics,3540.71,2024-05-16
303,Product_303,Clothing,950.22,2024-01-16
1987,Product_1987,Food,581.07,2024-07-06
1235,Product_1235,Food,2763.44,2024-01-09
1624,Product_1624,Food,2780.52,2024-02-23
805,Product_805,Clothing,1074.27,2024-02-25
1377,Product_1377,Food,2822.05,2024-04-01
92,Product_92,Electronics,2039.47,2024-08-07
1459,Product_1459,Food,820.0,2024-06-12
855,Product_855,Electronics,3783.16,2024-01-02
1503,Product_1503,Electronics,4845.45,2024-02-08
447,Product_447,Furniture,3493.15,2024-06-04
642,Product_642,Toys,571.87,2024-07-07
306,Product_306,Furniture,4111.46,2024-02-05
1347,Product_1347,Food,3023.18,2024-06-16
811,Product_811,Clothing,1793.4,2024-01-05
